letter	frequency
012-2711-0476	2102.07
012-2711-0477	1788.29
012-2711-0478	3489.75
012-2711-0479	1335.37
012-2711-0480	2006.96
012-2711-0481	74.86
012-2711-0486	91.52
012-2711-0487	294.03
012-2711-0488	1088.27
012-2711-0489	248.82
012-2711-0490	1781.70
012-2711-0491	84.14
012-2711-0492	177.84
012-2711-0494	402.46
012-2711-0495	562.29
012-2711-0496	125.3
012-2711-0497	896.02
012-2711-0498	429.12
012-2711-0499	407.26
012-2711-0501	1010.54
012-2711-0503	4586.82
012-2711-0504	826.55
012-2711-0530	8173.01
012-2711-0531	4392.59
012-2711-0532	3140.44
012-2711-0533	2858.75
012-2711-0534	4411.52
012-2711-0535	4313.79
012-2711-0536	3248.76
012-2711-0537	2599.87
012-2711-0538	5011.41
012-2711-0539	5635.78
012-2711-0540	1913.47
012-2711-0541	1573.97
012-2711-0542	2091.53
012-2711-0543	1506.19
012-2711-0544	2754.90
012-2711-0545	3489.41
012-2711-0546	2111.26
012-2711-0547	10239.73
012-2711-0548	6335.30
012-2711-0549	4860.99
012-2711-0551	2433.63
012-2711-0552	1705.05
012-2711-0553	1316.49
012-2711-0554	4189.15
012-2711-0556	2307.12
012-2711-0557	1149.66
012-2711-0558	1875.00
012-2711-0559	3497.39
012-2711-0560	1517.11
012-2711-0561	1912.41
012-2711-0562	1834.57
012-2711-0563	1772.84
012-2711-0564	1414.15
012-2711-0565	4203.38
012-2711-0566	2671.32
012-2711-0567	1977.08
012-2711-0568	4294.19
012-2711-0569	4246.57
012-2711-0570	2489.43
012-2711-0571	4345.80
012-2711-0572	2772.57
012-2711-0573	1997.10
012-2711-0574	3270.83
012-2711-0575	4612.38
012-2711-0576	1970.38
012-2711-0577	2168.35
012-2711-0578	4192.04
012-2711-0579	3468.65
012-2711-0580	8265.58
012-2711-0581	1623.07
012-2711-0582	3023.39
012-2711-0583	1491.59
012-2711-0584	3480.43
012-2711-0585	1847.41
012-2711-0586	4401.28
012-2711-0587	2905.00
012-2711-0588	1529.95
012-2711-0589	1300.22
012-2711-0590	3434.92
012-2711-0591	1198.25
012-2711-0592	2039.98
012-2711-0593	1727.62
012-2711-0594	5808.21
012-2711-0595	2620.70
012-2711-0596	884.97
012-2711-0597	3356.65
012-2711-0598	2465.08
012-2711-0599	2144.57
012-2711-0601	1311.08
012-2711-0602	2519.94
012-2711-0603	704.28
012-2711-0604	3018.55
012-2711-0605	1674.86
012-2711-0607	1587.77
012-2711-0608	1196.03
012-2711-0609	2491.04
012-2711-0610	2508.61
012-2711-0611	1473.96
012-2711-0612	2162.85
012-2711-0613	875.23
012-2711-0614	1772.33
012-2711-0615	1414.12
012-2711-0616	2281.79
012-2711-0617	2858.93
012-2711-0618	2059.29
012-2711-0619	1513.40
012-2711-0620	1822.16
012-2711-0621	1311.06
012-2711-0622	4209.81
012-2711-0624	1729.56
012-2711-0625	1300.23
012-2711-0626	781.41
012-2711-0627	1981.02
012-2711-0629	2831.27
012-2711-0780	2062.61
012-2711-0781	3143.88
012-2711-0782	969.65
012-2711-0783	1731.61
012-2711-0786	845.87
012-2711-0787	2961.85
012-2711-0788	2200.76
012-2711-0789	1109.93
012-2711-0801	536.27
012-2711-0802	1261.87
012-2711-0803	546.51
012-2711-0804	478.96
012-2711-0805	1266.45
012-2711-0806	458.08
012-2711-0807	458.8
012-2711-0809	944.45
012-2711-0810	974.35
012-2711-0811	533.99
012-2711-0812	533.24
012-2711-0813	492.71
012-2711-0814	570.36
012-2711-0815	489.93
012-2711-0816	476.56
012-2711-0817	520.38
012-2711-0818	531.19
012-2711-0819	534.58
012-2711-0842	99.39
012-2711-0847	481.18
012-2711-0848	500.24
012-2711-0849	477.91
012-2711-0851	510.41
012-2711-0852	480.94
012-2711-0853	627.76
012-2711-0854	477.79
012-2711-0855	477.92
012-2711-0871	497.51
012-2711-0872	486.85
012-2711-0873	475.88
012-2711-0874	471.65
012-2711-0875	482.95
012-2711-0876	479.22
012-2711-0877	436.45
012-2711-0878	485.41
012-2711-0879	499.15
012-2711-0881	441.38
012-2711-0882	560.41
012-2711-0883	424.67
012-2711-0884	425.58
012-2711-0885	502.94
012-2711-0886	498.58
012-2711-0887	501.27
012-2711-0889	443.25
012-2711-0890	495.95
012-2711-0891	429.74
012-2711-0892	478.71
012-2711-0893	479.35
012-2711-0894	444.49
012-2711-0895	439.14
012-2711-0959	160.23
012-2711-1047	1637.23
012-2711-1048	442.23
012-2711-1049	421.73
